Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
Hay Nien Building,禧年大廈,,,,,1 Tai Yip St.,大業街1號,,,,,1980,,,
Hay Wah Building,熙華大廈,,,,,"71-85 Hennessy Rd.
72-86 Lockhart Rd.","軒尼詩道71-85號
駱克道72-86號",,,,,1979,P,,
Hayon Building,海溢閣,,,,,8 Tak Cheong Lane,德昌里8號,,,,,1990,P,,
Haystack,耕雲草廬,,,,,19 Mount Austin Rd.,柯士甸山道19號,,,,,Pre 1945前,,,
Haywood Mansion,海華大廈,,,,,57 Paterson St.,百德新街57號,,,,,1961,P,,
"Health Education Exhibition and
Resource Centre",衛生教育展覽及資料中心,,,,,22 Austin Rd.,柯士甸道22號,,,,,-,,,
Health Mansion,康寧大廈,,,,,"241/243A Prince Edward
Rd. W.",太子道西241/243A號,,,,,1959,P,,
Health Mansion,健康樓,,,,,37/39 Wai Hang St.,惠亨街37/39號,,,,,1965,P,,
Healthy Gardens,健威花園,,,,,560 King's Rd.,英皇道560號,,,,,1979,,,
Healthy Gardens,健威花園,Fitfort,健威坊,,,,,(Basement to Upper Ground Floor),(地庫至高層地下),,,,,,
Healthy House,康強大廈,,,,,14 & 14A Victory Avenue,勝利道14及14A號,,,,,1979,,,
Healthy Village (Phase I),健康邨 (第一期),,,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase I),健康邨 (第一期),Hong Chi Court ,康智閣,,,,,8 Healthy St. C.,健康中街8號,,,,,See Appendix II,見附錄II
Healthy Village (Phase I),健康邨 (第一期),Hong Fai Court ,康煇閣 ,,,,,190 Tsat Tsz Mui Rd.,七姊妹道190號,,,,,See Appendix II,見附錄II
Healthy Village (Phase I),健康邨 (第一期),Hong Tat Court ,康達閣 ,,,,,10 Healthy St. C.,健康中街10號,,,,,See Appendix II,見附錄II
Healthy Village (Phase I),健康邨 (第一期),Hong Wang Court ,康宏閣 ,,,,,192 Tsat Tsz Mui Rd.,七姊妹道192號,,,,,See Appendix II,見附錄II
Healthy Village (Phase II),健康邨 (第二期),,,,,668 King's Rd.,英皇道668號,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase II),健康邨 (第二期),Hong Cheung Court ,康祥閣,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase II),健康邨 (第二期),Hong Shing Court ,康勝閣,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase II),健康邨 (第二期),Hong Yan Court ,康欣閣,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),,,,,12 Pak Fuk Rd.,百福道12號,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Chung Shu Lau,棕樹樓,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Hung To Lau,紅桃樓,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Lam Cheuk Lau,藍鵲樓,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Luk Yip Lau,綠葉樓,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Ngan Hang Lau,銀杏樓,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Pak Yeung Lau,白楊樓,,,,,,,,,,,See Appendix II,見附錄II
Healthy Village (Phase III),健康邨 (第三期),Wong Kuk Lau,黃菊樓,,,,,,,,,,,See Appendix II,見附錄II
Hecny Centre,均輝中心,,,,,111 Wai Yip St.,偉業街111號,,,,,1980,,,
Hecny Court,,,,,,13-14 Wang Fung Terrace,宏豐臺13-14號,,,,,1982,,,
Hecny Tower,均輝大廈,,,,,9 Chatham Rd. S.,漆咸道南9號,,,,,1973,,,
Hee Wong Terrace,羲皇臺,,,,,1 Hee Wong Terrace,羲皇臺1號,,,,,1987,P,,
Heep Cheung Building,協祥大廈,,,,,249-251 Temple St.,廟街249-251號,,,,,1978,P,,
Heep Kee Commercial Building,協基商業大廈,,,,,"Ground Floor:
205, 209 & 211 Wing Lok
St.                      
Upper Floors:
207 Wing Lok St.","地下︰
永樂街205、209及211                                                          
號
樓上各層︰
永樂街207號",,,,,1977,P,,
Heep Yunn School,協恩中學,,,,,1 Farm Rd.,農圃道1號,,,,,Pre 1945前,,,
Helena Garden,海倫苑,,,,,263 Prince Edward Rd. W.,太子道西263號,,,,,1991,P,,
Helene Court,喜蓮閣,,,,,14 Shouson Hill Rd.,壽山村道14號,,,,,1987,,,
Helene Garden,喜蓮花園,,,,,22 Stanley Beach Rd.,赤柱灘道22號,,,,,1982,,,
Helene Tower,喜蓮苑,,,,,123 Repulse Bay Rd.,淺水灣道123號,,,,,1994,,,
Henan Building,豫港大廈,,,,,90 Jaffe Rd.,謝斐道90號,,,,,1985,,,
"Henan Electric Development
Building",豫港電力發展大廈,,,,,389 King's Rd.,英皇道389號,,,,,1996,P,,
Henfa Commercial Building,恒發商業大廈,,,,,348-350 Lockhart Rd.,駱克道348-350號,,,,,1981,P,,
Heng Fa Chuen,杏花邨,,,,,100 Shing Tai Rd.,盛泰道100號,,,,,1986,,,
"Heng Fa Chuen 132KV Zone
Substation",杏花邨132千伏分區變電站,,,,,111 Shing Tai Rd.,盛泰道111號,,,,,-,,,
Heng Fa Chuen Lutheran Nursery,路德會杏花邨幼兒園,,,,,100 Shing Tai Rd.,盛泰道100號,,,,,-,,,
Heng Fa Villa,杏花園,,,,,"100 Shing Tai Rd.,
Heng Fa Chuen","杏花邨
盛泰道100號",,,,,1990,,,
Heng Ngai Jewelry Centre,恒藝珠寶大廈,,,,,4 Hok Yuen St. E.,鶴園東街4號,,,,,1987,P,,
Heng Sang Industrial Building,恒生工業大廈,,,,,185/187 Wai Yip St.,偉業街185/187號,,,,,1970,P,,
Heng Shan Centre,恒山中心,,,,,145 Queen's Rd. E.,皇后大道東145號,,,,,1992,P,,
Henley Building,衡怡大廈,,,,,5 Queen's Rd. C.,皇后大道中5號,,,,,1997,,,
Henley Industrial Centre,恒利中心,,,,,9 Bute St.,弼街9號,,,,,1991,P,,
Hennessy Apartments,軒尼詩大廈,,,,,"Ground Floor:
488 & 490 Hennessy Rd.,
1 & 3 Lee Garden Rd. &
50-52 Percival St.
Upper Floors:
48 Percival St.","地下︰
軒尼詩道488及490號
利園山道1及3號及
波斯富街50-52號
樓上各層︰
波斯富街48號",,,,,1959,P,,
Hennessy Plaza,亨寧商業大廈,,,,,164/166 Hennessy Rd.,軒尼詩道164/166號,,,,,1977,P,,
Hennessy Road Court,軒尼詩道大樓,,,,,213-219 Hennessy Rd.,軒尼詩道213-219號,,,,,1968,P,,
"Hennessy Road Government
Primary School",軒尼詩道官立小學,,,,,169 Thomson Rd.,譚臣道169號,,,,,-,,,
Henning House,軒寧大廈,,,,,385/391 Hennessy Rd.,軒尼詩道385/391號,,,,,1971,P,,
Henredon Court,恒安閣,,,,,8 Shouson Hill Rd.,壽山村道8號,,,,,1982,P,,
Henrietta Secondary School,顯理中學,,,,,2 City Garden Rd.,城市花園道2號,,,,,1994,,,
Henry Building,恒利樓,,,,,9-11 Ki Lung St.,基隆街9-11號,,,,,1984,P,,
"Henry G. Leong Yau Ma Tei
Community Centre",梁顯利油麻地社區服務中心,,,,,60 Public Square St.,眾坊街60號,,,,,1982,,,
Henry House,亨利中心,,,,,42 Yun Ping Rd.,恩平道42號,,,,,2001,,,
Hentiff Building,好達大廈,,,,,160 Prince Edward Rd. W.,太子道西160號,,,,,1992,,,
Hermes Commercial Centre,恒貿商業中心,,,,,4 Hillwood Rd.,山林道4號,,,,,1990,P,,
Hermes House,國際電信大廈,,,,,10 Middle Rd.,中間道10號,,,,,1981,,,
Hermine Convent,,,,,,104 Boundary St.,界限街104號,,,,,Pre 1945前,,,
Hertford Mansion,金樂樓,,,,,152 Un Chau St.,元州街152號,,,,,1986,,,
Heung Hoi Mansion,香海大廈,,,,,"28-32 O'Brien Rd. &
121 & 123 Jaffe Rd.","柯布連道28-32號及
謝斐道121及123號",,,,,1964,P,,
Heung Lam Building,香林大廈,,,,,"Ground Floor:
23 Connaught Rd. C. &
3 Douglas St.
Upper Floors:
23 Connaught Rd. C.","地下︰
干諾道中23號及
德忌利士街3號
樓上各層︰
干諾道中23號",,,,,1964,,,
Heung To Middle School,香島中學,,,,,29 Playing Field Rd.,運動場道29號,,,,,1963,,,
Heung To Middle School,香島中學,,,,,33 To Yuen St.,桃源街33號,,,,,1994,,,
Heung Wah Industrial Building,香華工業大廈,,,,,12 Wong Chuk Hang Rd.,黃竹坑道12號,,,,,1975,P,,
Heung Yuen Gardens,香苑大廈,,,,,29 Chai Wan Rd.,柴灣道29號,,,,,1974,P,,
Hewlett Centre,豐利中心,,,,,54 Hoi Yuen Rd.,開源道54號,,,,,1989,P,,
Hey Home,喜居,,,,,161 Yee Kuk St.,醫局街161號,,,,,2008,P,,
Heya Aqua,喜漾,,,,,395 Un Chau St.,元州街395號,,,,,2016,,,
Heya Crystal,喜薈,,,,,399 Castle Peak Rd.,青山道399號,,,,,2016,P,,
Heya Delight,喜盈,,,,,400 Castle Peak Rd.,青山道400號,,,,,2015,P,,
Heya Green ,喜雅,,,,,18 Po On Rd.,保安道18號,,,,,2013,P,,
Heya Star,喜韻,,,,,368 Castle Peak Rd.,青山道368號,,,,,2015,P,,
Hiap Teck Mansion,協德大廈,,,,,2/8 Sing Woo Rd.,成和道2/8號,,,,,1965,P,,
High Court Building,高等法院大樓,,,,,38 Queensway,金鐘道38號,,,,,-,,,
High House,金高大廈,,,,,19A & 19B High St.,高街19A及19B號,,,,,1981,P,,
High Life Mansion,,,,,,12/22 Kai Yuen St.,繼園街12/22號,,,,,1958,,,
High Life Mansion,,,,,,24/26 Kai Yuen St. ,繼園街24/26號,,,,,1958,P,,
High One,曉悅,,,,,571 Fuk Wa St.,福華街571號,,,,,2016,,,
High One Grand,曉盈,,,,,188 Fuk Wing St.,福榮街188號,,,,,2015,,,
High Park,曉珀,,,,,51 Boundary St.,界限街51號,,,,,2015,P,,
High Park 99,蔚峰,,,,,99 High St.,高街99號,,,,,2013,P,,
High Park Grand,曉珀．御,,,,,68 Boundary St. ,界限街68號,,,,,2014,,,
High Place,曉薈,,,,,"Ground Floor: 
35 & 39 Carpenter Rd. &
79 & 81 Sa Po Rd.
First Floor:
37 Carpenter Rd.
Upper Floors:
33 Carpenter Rd.","地下︰
賈炳達道35及39號及
沙浦道79及81號
1樓︰
賈炳達道37號
樓上各層︰
賈炳達道33號",,,,,2014,P,,
High Point,曉尚,,,,,188 Tai Po Rd.,大埔道188號,,,,,2014,,,
High Win Factory Building,凱源工業大廈,,,,,47 Hoi Yuen Rd.,開源道47號,,,,,1981,P,,
Highclere,,,,,,3 Middle Gap Rd.,中峽道3號,,,,,2008,,,
Highcliff,曉廬,,,,,41D Stubbs Rd.,司徒拔道41D號,,,,,2003,,,
Highgate House School,,,,,,53 Beach Rd.,海灘道53號,,,,,1958,,,
Highland Mansion,海倫大廈,,,,,8 Cleveland St.,加寧街8號,,,,,1964,P,,
Highlands,高雲山莊,,,,,35/37 Plantation Rd.,種植道35/37號,,,,,1998,,,
Highview,高景臺,,,,,1A Cox's Rd.,覺士道1A號,,,,,1982,,,
"Highways Department Depot and
Training Centre",路政署工地及訓練中心,,,,,23 Hok Yuen St.,鶴園街23號,,,,,-,,,
Hilary Court,學林雅軒,,,,,63G Bonham Rd.,般咸道63G號,,,,,2001,P,,
Hilder Centre,富德中心,,,,,2 Sung Ping St.,崇平街2號,,,,,1987,P,,
Hill Court,曉山閣,,,,,28 Hill Rd.,山道28號,,,,,1995,P,,
Hill Main Mansion,山海大廈,,,,,35/47 Ha Heung Rd.,下鄉道35/47號,,,,,1964,P,,
Hill Road Court,山道閣,,,,,79/85 Hill Rd.,山道79/85號,,,,,1966,,,
Hill Shing Court,耀升閣,,,,,13 Stanley Main St.,赤柱大街13號,,,,,1983,,,
Hillgrove,璧如花園,,,,,18 Cape Drive,環角徑18號,,,,,1980,P,,
Hillier Building,禧利大廈,,,,,"Ground Floor:
33 Hillier St. &
273, 277 Queen's Rd. C.
Upper Floors:
275 Queen's Rd. C.","地下︰
禧利街33號及
皇后大道中273、277號
樓上各層︰
皇后大道中275號",,,,,1987,P,,
Hillier Commercial Building,喜利商業大廈,,,,,"65/67 Bonham Strand &
89/91 Wing Lok St.","文咸東街65/67號及
永樂街89/91號",,,,,1984,,,
Hillsborough Court,曉峯閣,,,,,18 Old Peak Rd.,舊山頂道18號,,,,,1993,,,
Hillsborough Court,曉峯閣,Royal Tower (Tower 4),帝景臺(4座),,,,,,,,,,,,
Hillsborough Court,曉峯閣,Towers 1-3,1-3座,,,,,,,,,,,,
Hillsea Court,匯山園,,,,,10 Cornwall St.,歌和老街10號,,,,,1963,P,,
Hillside Villas,曉逸軒,,,,,64 Nga Tsin Wai Rd.,衙前圍道64號,,,,,1998,P,,
Hilltop,峯景大廈,,,,,60 Cloud View Rd.,雲景道60號,,,,,1965,P,,
Hilltop Gardens,海港花園,,,,,33 Fung Shing St.,豐盛街33號,,,,,1990,P,,
Hilltop Plaza,鴻豐商業中心,,,,,49 Hollywood Rd.,荷李活道49號,,,,,1992,,,
Hillview,半山樓,,,,,21/23 MacDonnell Rd.,麥當勞道21/23號,,,,,1955,P,,
Hillview Apartments,山景大樓,,,,,46A/48B Kadoorie Avenue,嘉道理道46A/48B號,,,,,1950,P,,
Hillview Court,昌林閣,,,,,"Ground Floor:
30, 30A, 32 Hillwood Rd.
Upper Floors:
30/32 Hillwood Rd.","地下︰
山林道30、30A、32號
樓上各層︰
山林道30/32號",,,,,1976,P,,
Hillview Garden,山景園,,,,,72 Hill Rd.,山道72號,,,,,1963,P,,
Hillville Terrace,曉暉華庭,,,,,28 Tin Kwong Rd.,天光道28號,,,,,,P,,
Hillville Terrace,曉暉華庭,Tower 1,第一座,,,,,,,,,1998,P,,
Hillville Terrace,曉暉華庭,Tower 2,第二座,,,,,,,,,1999,P,,
Hillwood Centre,山林中心,,,,,17/19 Hillwood Rd.,山林道17/19號,,,,,1993,,,
Hillwood Court,瓊林閣,,,,,22/26 Hillwood Rd.,山林道22/26號,,,,,1975,P,,
Hillwood Mansion,協和大廈,,,,,45-47 Hillwood Rd.,山林道45-47號,,,,,1978,P,,
Hilmanway Mansion,喜滿懷大廈,,,,,"Ground Floor:
24, 26 & 30 Kwun Chung St.
Upper Floors:
28 Kwun Chung St.","地下︰
官涌街24、26及30號
樓上各層︰
官涌街28號",,,,,1981,P,,
Hilton Garden Inn Hong Kong Mongkok,香港旺角希爾頓花園酒店,,,,,2 Soy St.,豉油街2號,,,,,2016,,,
Hilton Towers,希爾頓大廈,,,,,96 Granville Rd.,加連威老道96號,,,,,1981,P,,
Hin Fai Building,顯暉大廈,,,,,129-135A Castle Peak Rd.,青山道129-135A號,,,,,1980,P,,
Hin Hua Building,軒華大廈,,,,,446/450 Hennessy Rd.,軒尼詩道446/450號,,,,,1965,P,,
Hin Kwong Building,顯光樓,,,,,125 Queen's Rd. C.,皇后大道中125號,,,,,1987,,,
Hing Bank Building,興邦大廈,,,,,117/119 Wuhu St.,蕪湖街117/119號,,,,,1965,,,
Hing Bong Mansion,興邦大廈,,,,,117 Lockhart Rd.,駱克道117號,,,,,1985,P,,
Hing Cheong Building,興祥大廈,,,,,"Ground Floor:
15/27, 31 Shau Kei Wan Rd.
& 7 Tai Cheong St.
Upper Floors:
29 Shau Kei Wan Rd.","地下︰
筲箕灣道15/27、31號
及太祥街7號
樓上各層︰
筲箕灣道29號",,,,,1963,P,,
Hing Cheung Building,慶祥大廈,,,,,417 Chatham Rd. N.,漆咸道北417號,,,,,1989,P,,
Hing Chung Building,興中樓,,,,,"Ground Floor:
134 & 136 Sai Wan Ho St. &
8 & 10 Tai Ning St.
Upper Floors:
134 & 136 Sai Wan Ho St.","地下︰
西灣河街134及136號及
太寧街8及10號
樓上各層︰
西灣河街134及136號",,,,,1978,P,,
Hing Fat Building,興發樓,,,,,"692/696 Shanghai St. &
30/32 Bute St.","上海街692/696號及
弼街30/32號",,,,,1964,P,,
Hing Fat Building,興發大廈,,,,,"Ground Floor:
1D/1F Baker St.,
2C/2F Cooke St. &
1/7 Malacca St.
Upper Floors:
1D/1F Baker St.,
2C/2E Cooke St. &
3/5 Malacca St.","地下︰
必嘉街1D/1F號、
曲街2C/2F號及
馬來街1/7號
樓上各層︰
必嘉街1D/1F號、
曲街2C/2E號及
馬來街3/5號",,,,,1965,P,,
Hing Fat Building,興發大廈,,,,,"Ground Floor:
133-135 Temple St.
Upper Floors:
137 Temple St.","地下︰
廟街133-135號
樓上各層︰
廟街137號",,,,,1985,P,,
Hing Fat House,興發樓,,,,,"44A/44B Lion Rock Rd. &
45/45C Nga Tsin Wai Rd.","獅子石道44A/44B號及
衙前圍道45/45C號",,,,,1966,P,,
Hing Fat Mansion,興發樓,,,,,24/26 Sai Yuen Lane,西源里24/26號,,,,,1968,P,,
Hing Fook Building,興福樓,,,,,52-56 Ngan Fung St.,銀鳳街52-56號,,,,,1970,,,
Hing Fu Building,興富樓,,,,,"84 Main St., Ap Lei Chau",鴨洲大街84號,,,,,1978,P,,
Hing Ga Building,興基大廈,,,,,"Ground Floor:
195-201 Tai Nan St. &
1G, 1H Shek Kip Mei St.
Upper Floors:
195/201 Tai Nan St.","地下︰
大南街195-201號及
石硤尾街1G、1H號
樓上各層︰
大南街195/201號",,,,,1984,P,,
Hing Hon Building,興漢大廈,,,,,26-36 King's Rd.,英皇道26-36號,,,,,1986,P,,
Hing Hon Building,興漢大廈,,,,,"Ground Floor:
63B/63F Bonham Rd.
Upper Floors:
15 Hing Hon Rd.","地下︰
般咸道63B/63F號
樓上各層︰
興漢道15號",,,,,1973,P,,
Hing Koon Building,興冠大廈,,,,,205 Des Voeux Rd. W.,德輔道西205號,,,,,1958,,,
Hing Kui Building,慶渠樓,,,,,7 & 9 Matheson St.,勿地臣街7及9號,,,,,1966,,,
Hing Lee Building,興利大廈,,,,,"1M/1P Baker St.,
8/12 Lo Lung Hang St. &
2L/2N Cooke St.","必嘉街1M/1P號、
老龍坑街8/12號及
曲街2L/2N號",,,,,1965,P,,
Hing Lee Commercial Building,興利大廈,,,,,12-14 Shanghai St.,上海街12-14號,,,,,1979,P,,
Hing Lee Industrial Building,興利工業大廈,,,,,89 Bedford Rd.,必發道89號,,,,,1988,P,,
Hing Lin Building,慶年大樓,,,,,208/228 Tong Mi Rd.,塘尾道208/228號,,,,,1966,P,,
Hing Loong Building,興隆樓,,,,,6A/8A Wing Lok St.,永樂街6A/8A號,,,,,1967,,,
Hing Luen Building,慶聯樓,,,,,24 Square St.,四方街24號,,,,,1971,,,
Hing Lung Building,興隆大樓,,,,,12A Boundary St.,界限街12A號,,,,,1963,,,
Hing Lung Building,興隆樓,,,,,329 Shun Ning Rd.,順寧道329號,,,,,1972,P,,
Hing Lung Building,興隆樓,,,,,"385-391 Ki Lung St. &
56C Yen Chow St.","基隆街385-391號及
欽州街56C號",,,,,1965,,,
Hing Lung Building,興龍樓,,,,,46 Wan Fung St.,環鳳街46號,,,,,1971,P,,
Hing Lung Building,興隆大廈,,,,,"Ground Floor:
202A, 202B, 202C,
202-210 Castle Peak Rd.
Upper Floors:
202/210 Castle Peak Rd.","地下︰
青山道202A、202B、
202C、202-210號
樓上各層︰
青山道202/210號",,,,,1988,P,,
Hing Lung Commercial Building,興隆大廈,,,,,68-74 Bonham Strand,文咸東街68-74號,,,,,1984,P,,
Hing Man Estate,興民邨,,,,,188 Tai Tam Rd.,大潭道188號,,,,,,,See Appendix I,見附錄I
Hing Man Estate,興民邨,Hing Man Commercial Centre,興民商場,,,,,,,,,,,See Appendix I,見附錄I
Hing Man Estate,興民邨,Man Chak House,民澤樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Man Estate,興民邨,Man Fu House,民富樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Man Estate,興民邨,Man Yat House,民逸樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Man Mansion,興民大廈,,,,,46/48 Hing Man St.,興民街46/48號,,,,,1993,P,,
Hing Ming Building,興明樓,,,,,41A Granville Rd.,加連威老道41A號,,,,,1973,P,,
Hing On Building,慶安樓,,,,,28/36 Hing Man St.,興民街28/36號,,,,,1972,P,,
Hing On Mansion,慶安大樓,,,,,101/103 Queen's Rd. E.,皇后大道東101/103號,,,,,1969,P,,
Hing Pont House,慶邦大樓,,,,,3-7 Sung Hing Lane,崇慶里3-7號,,,,,1978,,,
Hing Tai Building,興泰大廈,,,,,"Ground Floor:
139 Connaught Rd. W.
Upper Floors:
140 Connaught Rd. W.","地下︰
干諾道西139號
樓上各層︰
干諾道西140號",,,,,1987,P,,
Hing Tai Commercial Building,興泰商業大廈,,,,,"Ground Floor:
114 Wing Lok St. &
2 Tung Loi Lane
Upper Floors:
114 Wing Lok St.","地下︰
永樂街114號及
東來里2號
樓上各層︰
永樂街114號",,,,,1980,,,
Hing Tat Mansion,興達大廈,,,,,"Ground Floor:
335/351 Ngau Tau Kok Rd. &
1/5 Tung Ming St.
Upper Floors:
335/351A Ngau Tau Kok
Rd. & 1/3 Tung Ming St.","地下︰
牛頭角道335/351號及
通明街1/5號
樓上各層︰
牛頭角道335/351A號
及通明街1/3號",,,,,1965,P,,
Hing Tin Estate,興田邨,,,,,8 Lin Tak Rd.,連德路8號,,,,,,P,See Appendix I,見附錄I
Hing Tin Estate,興田邨,Choi Tin House,彩田樓,,,,,,,,,,P,See Appendix I,見附錄I
Hing Tin Estate,興田邨,Mei Tin House,美田樓,,,,,,,,,,P,See Appendix I,見附錄I
Hing Tin Estate,興田邨,Yan Tin House,恩田樓,,,,,,,,,,P,See Appendix I,見附錄I
Hing Tung Estate,興東邨,,,,,,,,,,,,,See Appendix I,見附錄I
Hing Tung Estate,興東邨,Hing Cho House,興祖樓,,,,,53 Yiu Hing Rd.,耀興路53號,,,,,See Appendix I,見附錄I
Hing Tung Estate,興東邨,Hing Fung House,興豐樓,,,,,53 Yiu Hing Rd.,耀興路53號,,,,,See Appendix I,見附錄I
Hing Tung Estate,興東邨,Hing Hong House,興康樓,,,,,53 Yiu Hing Rd.,耀興路53號,,,,,See Appendix I,見附錄I
Hing Tung Estate,興東邨,Hing Tung Estate Shopping Centre,興東邨商場,,,,,55 Yiu Hing Rd.,耀興路55號,,,,,See Appendix I,見附錄I
Hing Wah (I) Estate,興華(一)邨,,,,,11 Wan Tsui Rd.,環翠道11號,,,,,,,See Appendix I,見附錄I
Hing Wah (I) Estate,興華(一)邨,Cheuk Wah House,卓華樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (I) Estate,興華(一)邨,Hing Tsui House,興翠樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (I) Estate,興華(一)邨,Hing Wah Plaza,興華廣場,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (I) Estate,興華(一)邨,May Wah House,美華樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,,,,,18 Wan Tsui Rd.,環翠道18號,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,Chin Hing House,展興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,Fung Hing House,豐興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,"Hing Wah (II) Estate
Modular Market",興華(二)邨街市,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,Lok Hing House,樂興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,Ning Hing House,寧興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,On Hing House,安興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,"St. Paul's Primary Catholic
School",聖保祿天主教小學,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,Wo Hing House,和興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah (II) Estate,興華(二)邨,Yu Hing House,裕興樓,,,,,,,,,,,See Appendix I,見附錄I
Hing Wah Apartments,海華麗軒,,,,,38 Hing Wah St.,興華街38號,,,,,2000,P,,
Hing Wah Building,慶華大樓,,,,,266-282 Reclamation St.,新填地街266-282號,,,,,1965,P,,
Hing Wah Building,興華大廈,,,,,"Ground Floor:
157/163, 167/171
Wuhu St. &
26 Lo Lung Hang St.
Upper Floors:
165 Wuhu St.","地下︰
蕪湖街157/163、
167/171號及
老龍坑街26號
樓上各層︰
蕪湖街165號",,,,,1973,P,,
Hing Wah Commercial Building,慶華商業大廈,,,,,450-454 Shanghai St.,上海街450-454號,,,,,1978,P,,
Hing Wah House,興華樓,,,,,2 Oaklands Path,屋蘭士里2號,,,,,1960,P,,
Hing Wah House,興華樓,,,,,"410/420 Un Chau St. &
28/30 Hing Wah St.","元州街410/420號及
興華街28/30號",,,,,1961,P,,
Hing Wah House,興華樓,,,,,69-73 Third St.,第三街69-73號,,,,,1980,P,,
